state_key,action_key,action,game,round
"pub_('3', '9')_priv_('10', 'Q')_-1.0_5_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",57,3
"pub_('3', '5', '9')_priv_('10',)_-7.0_K_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",57,4
"pub_()_priv_('7', 'K')_1.0_3_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",58,1
"pub_('3',)_priv_('7', 'K')_4.5_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",58,2
"pub_('3', 'J')_priv_('7', 'K')_0.5_4_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",58,3
"pub_('3', '4', 'J')_priv_('K',)_-3.0_8_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",58,4
"pub_()_priv_('5', 'K')_-6.0_6_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",59,1
"pub_('6',)_priv_('5', 'K')_-10.5_Q_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",59,2
"pub_('6', 'A')_priv_('5', 'K')_4.0_A_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",59,3
"pub_('6', 'A', 'A')_priv_('5',)_-4.0_7_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",59,4
"pub_()_priv_('4', 'A')_-6.0_7_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",60,1
"pub_('7',)_priv_('4', 'A')_-0.5_A_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",60,2
"pub_('7', 'A')_priv_('4', 'A')_-11.5_K_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",60,3
"pub_('7', 'A', 'K')_priv_('A',)_-12.0_Q_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",60,4
"pub_()_priv_('2', '5')_-4.0_4_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",61,1
"pub_('4',)_priv_('2', '5')_-4.5_6_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",61,2
"pub_('4', '6')_priv_('2', '5')_-8.0_9_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",61,3
"pub_('4', '6', '9')_priv_('2',)_-7.0_7_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",61,4
"pub_()_priv_('5', '8')_-6.0_Q_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",62,1
"pub_('Q',)_priv_('5', '8')_-2.5_5_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",62,2
"pub_('5', 'Q')_priv_('5', '8')_-12.5_7_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",62,3
"pub_('5', '7', 'Q')_priv_('8',)_-7.0_9_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",62,4
"pub_()_priv_('5', '7')_-1.5_4_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",63,1
"pub_('4',)_priv_('5', '7')_0.5_3_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",63,2
"pub_('3', '4')_priv_('5', '7')_-7.0_K_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",63,3
"pub_('3', '4', '5')_priv_('7',)_8.5_5_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",63,4
"pub_()_priv_('10', 'K')_-8.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",64,1
"pub_('9',)_priv_('10', 'K')_3.5_A_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",64,2
"pub_('9', 'A')_priv_('10', 'K')_5.5_A_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",64,3
"pub_('9', 'A', 'A')_priv_('10',)_-5.5_K_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",64,4
"pub_()_priv_('2', '4')_1.0_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",65,1
"pub_('A',)_priv_('2', '4')_-3.5_5_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",65,2
"pub_('5', 'A')_priv_('2', '4')_-8.5_K_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",65,3
"pub_('5', 'A', 'Q')_priv_('2',)_-3.5_4_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",65,4
"pub_()_priv_('3', '6')_-7.5_10_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",66,1
"pub_('10',)_priv_('3', '6')_-0.5_2_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",66,2
"pub_('10', '2')_priv_('3', '6')_11.5_10_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",66,3
"pub_('10', '10', '2')_priv_('3',)_2.5_J_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",66,4
"pub_()_priv_('8', 'Q')_-4.0_7_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",67,1
"pub_('7',)_priv_('8', 'Q')_3.0_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",67,2
"pub_('7', 'J')_priv_('8', 'Q')_-0.5_5_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",67,3
"pub_('5', '7', 'J')_priv_('Q',)_-4.0_8_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",67,4
"pub_()_priv_('3', 'J')_-10.0_Q_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",68,1
"pub_('Q',)_priv_('3', 'J')_-11.0_A_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",68,2
"pub_('A', 'Q')_priv_('3', 'J')_9.5_Q_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",68,3
"pub_('A', 'Q', 'Q')_priv_('3',)_-3.5_6_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",68,4
"pub_()_priv_('4', '5')_-8.0_10_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",69,1
"pub_('10',)_priv_('4', '5')_-3.0_4_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",69,2
"pub_('10', '4')_priv_('4', '5')_-4.5_J_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",69,3
"pub_('10', '4', 'J')_priv_('5',)_6.5_4_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",69,4
"pub_()_priv_('5', 'J')_-10.0_K_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",70,1
"pub_('K',)_priv_('5', 'J')_-5.5_5_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",70,2
"pub_('5', 'K')_priv_('5', 'J')_-15.5_10_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",70,3
"pub_('5', '7', 'K')_priv_('5',)_-5.5_J_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",70,4
"pub_()_priv_('4', 'A')_-8.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",71,1
"pub_('9',)_priv_('4', 'A')_9.5_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",71,2
"pub_('9', '9')_priv_('4', 'A')_-9.0_K_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",71,3
"pub_('9', '9', 'K')_priv_('A',)_0.0_J_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",71,4
"pub_()_priv_('10', '7')_-8.0_10_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",72,1
"pub_('10',)_priv_('10', '7')_-14.0_4_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",72,2
"pub_('10', '4')_priv_('10', '7')_-13.0_3_3",draw_deck_flip_2,"{'type': 'draw_deck', 'keep': False, 'flip_position': 2}",72,3
"pub_('10', '10', '4')_priv_('7',)_-4.0_8_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",72,4
"pub_()_priv_('10', '3')_-7.5_K_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",73,1
"pub_('K',)_priv_('10', '3')_-20.0_Q_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",73,2
"pub_('K', 'Q')_priv_('10', '3')_-1.0_2_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",73,3
"pub_('7', 'K', 'Q')_priv_('3',)_-2.5_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",73,4
"pub_()_priv_('9', 'Q')_-7.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",74,1
"pub_('9',)_priv_('9', 'Q')_-12.0_3_2",draw_deck_flip_3,"{'type': 'draw_deck', 'keep': False, 'flip_position': 3}",74,2
"pub_('9', '9')_priv_('Q',)_2.0_J_3",take_discard_1,"{'type': 'take_discard', 'position': 1}",74,3
"pub_('9', '9', 'J')_priv_('Q',)_3.5_2_4",take_discard_2,"{'type': 'take_discard', 'position': 2}",74,4
"pub_()_priv_('4', '6')_-8.0_K_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",75,1
"pub_('K',)_priv_('4', '6')_-6.5_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",75,2
"pub_('9', 'K')_priv_('4', '6')_0.5_A_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",75,3
"pub_('9', 'A', 'K')_priv_('6',)_-6.0_8_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",75,4
"pub_()_priv_('2', 'A')_-2.0_3_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",76,1
"pub_('3',)_priv_('2', 'A')_-8.5_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",76,2
"pub_('3', '9')_priv_('2', 'A')_-4.0_4_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",76,3
"pub_('3', '4', '9')_priv_('2',)_-0.5_A_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",76,4
"pub_()_priv_('2', 'K')_0.0_2_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",77,1
"pub_('8',)_priv_('2', 'K')_0.5_A_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",77,2
"pub_('8', 'A')_priv_('2', 'K')_-2.0_3_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",77,3
"pub_('3', '8', 'A')_priv_('K',)_6.0_A_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",77,4
"pub_()_priv_('5', 'J')_-8.0_8_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",78,1
"pub_('8',)_priv_('5', 'J')_-4.5_4_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",78,2
"pub_('4', '8')_priv_('5', 'J')_-6.0_5_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",78,3
"pub_('4', '5', '8')_priv_('J',)_4.0_5_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",78,4
"pub_()_priv_('2', '7')_-8.0_Q_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",79,1
"pub_('Q',)_priv_('2', '7')_-7.0_8_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",79,2
"pub_('8', 'Q')_priv_('2', '7')_-1.5_2_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",79,3
"pub_('2', '8', 'Q')_priv_('2',)_-6.0_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",79,4
"pub_()_priv_('6', '7')_3.0_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",80,1
"pub_('A',)_priv_('6', '7')_-6.0_10_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",80,2
"pub_('10', 'A')_priv_('6', '7')_-3.0_6_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",80,3
"pub_('10', '6', 'A')_priv_('6',)_4.0_10_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",80,4
"pub_()_priv_('J', 'Q')_-10.0_10_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",81,1
"pub_('10',)_priv_('J', 'Q')_-0.5_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",81,2
"pub_('10', 'J')_priv_('J', 'Q')_9.5_10_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",81,3
"pub_('10', '10', 'J')_priv_('J',)_-6.0_6_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",81,4
"pub_()_priv_('10', '3')_-7.5_K_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",82,1
"pub_('K',)_priv_('10', '3')_-6.5_8_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",82,2
"pub_('8', 'K')_priv_('10', '3')_0.0_A_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",82,3
"pub_('8', 'A', 'K')_priv_('3',)_-8.5_9_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",82,4
"pub_()_priv_('3', '6')_-9.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",83,1
"pub_('9',)_priv_('3', '6')_2.0_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",83,2
"pub_('9', 'J')_priv_('3', '6')_-8.0_10_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",83,3
"pub_('10', '9', 'J')_priv_('3',)_-6.0_7_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",83,4
"pub_()_priv_('3', '8')_1.5_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",84,1
"pub_('A',)_priv_('3', '8')_-4.5_7_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",84,2
"pub_('7', 'A')_priv_('3', '8')_9.0_7_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",84,3
"pub_('7', '7', 'A')_priv_('3',)_-3.5_6_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",84,4
"pub_()_priv_('6', 'A')_-9.0_K_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",85,1
"pub_('7',)_priv_('6', 'A')_-8.5_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",85,2
"pub_('7', '9')_priv_('6', 'A')_7.0_7_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",85,3
"pub_('7', '7', '9')_priv_('6',)_2.5_A_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",85,4
"pub_()_priv_('7', 'Q')_-3.0_7_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",86,1
"pub_('7',)_priv_('7', 'Q')_-10.0_3_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",86,2
"pub_('3', '7')_priv_('7', 'Q')_-12.0_5_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",86,3
"pub_('3', '5', '7')_priv_('Q',)_-6.0_10_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",86,4
"pub_()_priv_('4', 'Q')_0.0_3_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",87,1
"pub_('3',)_priv_('4', 'Q')_-5.0_8_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",87,2
"pub_('3', '8')_priv_('4', 'Q')_0.0_2_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",87,3
"pub_('2', '3', '8')_priv_('Q',)_0.0_4_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",87,4
"pub_()_priv_('4', '9')_-6.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",88,1
"pub_('9',)_priv_('4', '9')_-19.0_Q_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",88,2
"pub_('9', 'Q')_priv_('4', '9')_1.0_Q_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",88,3
"pub_('9', 'Q', 'Q')_priv_('4',)_11.5_9_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",88,4
"pub_()_priv_('9', 'J')_-4.0_4_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",89,1
"pub_('4',)_priv_('9', 'J')_-9.5_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",89,2
"pub_('4', '9')_priv_('9', 'J')_-19.0_10_3",draw_deck_flip_2,"{'type': 'draw_deck', 'keep': False, 'flip_position': 2}",89,3
"pub_('4', '9', '9')_priv_('J',)_-9.5_9_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",89,4
"pub_()_priv_('10', '5')_-1.0_2_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",90,1
"pub_('3',)_priv_('10', '5')_-0.5_A_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",90,2
"pub_('3', 'A')_priv_('10', '5')_-3.5_7_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",90,3
"pub_('3', '7', 'A')_priv_('10',)_1.0_4_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",90,4
"pub_()_priv_('7', 'A')_-6.0_7_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",91,1
"pub_('7',)_priv_('7', 'A')_-9.0_2_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",91,2
"pub_('2', '7')_priv_('7', 'A')_-16.0_9_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",91,3
"pub_('2', '7', '9')_priv_('A',)_-1.5_A_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",91,4
"pub_()_priv_('A', 'K')_-1.0_2_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",92,1
"pub_('2',)_priv_('A', 'K')_-9.5_10_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",92,2
"pub_('10', '2')_priv_('A', 'K')_-9.0_9_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",92,3
"pub_('10', '2', '9')_priv_('A',)_-7.5_7_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",92,4
"pub_()_priv_('3', 'J')_-10.0_10_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",93,1
"pub_('10',)_priv_('3', 'J')_-10.5_Q_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",93,2
"pub_('10', 'Q')_priv_('3', 'J')_9.0_10_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",93,3
"pub_('10', '10', 'Q')_priv_('3',)_-8.5_K_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",93,4
"pub_()_priv_('2', 'A')_0.0_J_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",94,1
"pub_('J',)_priv_('2', 'A')_-8.0_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",94,2
"pub_('9', 'J')_priv_('2', 'A')_-6.5_7_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",94,3
"pub_('7', '9', 'J')_priv_('A',)_-2.0_2_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",94,4
"pub_()_priv_('6', '8')_2.5_J_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",95,1
"pub_('J',)_priv_('6', '8')_-5.5_Q_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",95,2
"pub_('J', 'Q')_priv_('6', '8')_1.5_2_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",95,3
"pub_('2', 'J', 'Q')_priv_('6',)_-2.5_6_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",95,4
"pub_()_priv_('5', 'A')_0.0_J_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",96,1
"pub_('J',)_priv_('5', 'A')_-10.0_10_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",96,2
"pub_('10', 'J')_priv_('5', 'A')_-6.0_6_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",96,3
"pub_('10', '6', 'J')_priv_('A',)_-4.5_4_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",96,4
"pub_()_priv_('2', '5')_-7.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",97,1
"pub_('9',)_priv_('2', '5')_-9.0_K_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",97,2
"pub_('9', 'K')_priv_('2', '5')_-8.0_8_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",97,3
"pub_('9', 'K', 'K')_priv_('5',)_-3.0_6_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",97,4
"pub_()_priv_('3', '8')_-6.0_7_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",98,1
"pub_('2',)_priv_('3', '8')_0.5_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",98,2
"pub_('2', 'J')_priv_('3', '8')_-6.5_9_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",98,3
"pub_('2', '9', 'J')_priv_('8',)_1.0_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",98,4
"pub_()_priv_('4', '8')_-9.0_K_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",99,1
"pub_('K',)_priv_('4', '8')_1.5_A_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",99,2
"pub_('A', 'K')_priv_('4', '8')_-7.0_9_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",99,3
"pub_('9', 'A', 'K')_priv_('4',)_-8.5_10_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",99,4
"pub_()_priv_('5', 'K')_-5.0_9_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",100,1
"pub_('9',)_priv_('5', 'K')_-7.0_K_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",100,2
"pub_('6', '9')_priv_('5', 'K')_11.5_9_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",100,3
"pub_('6', '9', '9')_priv_('K',)_1.5_3_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",100,4
"pub_()_priv_('J', 'Q')_-3.0_3_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",101,1
"pub_('3',)_priv_('J', 'Q')_-5.0_5_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",101,2
"pub_('3', '5')_priv_('J', 'Q')_-7.5_7_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",101,3
"pub_('3', '5', '7')_priv_('J',)_-11.0_Q_4",draw_deck_3,"{'type': 'draw_deck', 'position': 3, 'keep': True}",101,4
"pub_()_priv_('3', 'K')_-7.5_10_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",102,1
"pub_('10',)_priv_('3', 'K')_1.5_J_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",102,2
"pub_('10', 'J')_priv_('3', 'K')_-6.5_8_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",102,3
"pub_('10', '8', 'J')_priv_('3',)_-9.0_K_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",102,4
"pub_()_priv_('10', '8')_-5.0_Q_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",103,1
"pub_('Q',)_priv_('10', '8')_-2.0_6_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",103,2
"pub_('J', 'Q')_priv_('10', '8')_0.0_4_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",103,3
"pub_('4', 'J', 'Q')_priv_('10',)_-4.0_8_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",103,4
"pub_()_priv_('4', '9')_1.0_2_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",104,1
"pub_('2',)_priv_('4', '9')_-2.0_5_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",104,2
"pub_('2', '5')_priv_('4', '9')_-7.5_K_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",104,3
"pub_('2', '5', 'K')_priv_('9',)_2.0_A_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",104,4
"pub_()_priv_('4', 'Q')_2.0_A_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",105,1
"pub_('A',)_priv_('4', 'Q')_-6.0_9_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",105,2
"pub_('9', 'A')_priv_('4', 'Q')_-1.0_3_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",105,3
"pub_('3', '9', 'A')_priv_('4',)_-3.0_5_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",105,4
"pub_()_priv_('7', 'Q')_-1.0_3_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",106,1
"pub_('8',)_priv_('7', 'Q')_0.0_4_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",106,2
"pub_('4', '8')_priv_('7', 'Q')_-2.0_5_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",106,3
"pub_('4', '5', '8')_priv_('7',)_-7.5_10_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",106,4
"pub_()_priv_('3', 'A')_-10.0_K_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",107,1
"pub_('K',)_priv_('3', 'A')_-7.5_7_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",107,2
"pub_('7', 'K')_priv_('3', 'A')_-2.5_2_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",107,3
"pub_('2', '7', 'K')_priv_('3',)_3.0_2_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",107,4
"pub_()_priv_('10', '10')_-5.0_6_1",draw_deck_0,"{'type': 'draw_deck', 'position': 0, 'keep': True}",108,1
"pub_('2',)_priv_('10', '10')_1.5_4_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",108,2
"pub_('2', '4')_priv_('10', '10')_-5.0_K_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",108,3
"pub_('2', '4', 'K')_priv_('10',)_-6.5_10_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",108,4
"pub_()_priv_('9', 'K')_-5.5_Q_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",109,1
"pub_('Q',)_priv_('9', 'K')_-4.0_7_2",take_discard_1,"{'type': 'take_discard', 'position': 1}",109,2
"pub_('7', 'Q')_priv_('9', 'K')_-3.0_6_3",draw_deck_2,"{'type': 'draw_deck', 'position': 2, 'keep': True}",109,3
"pub_('3', '7', 'Q')_priv_('K',)_-6.0_9_4",take_discard_3,"{'type': 'take_discard', 'position': 3}",109,4
"pub_()_priv_('8', 'K')_1.0_4_1",take_discard_0,"{'type': 'take_discard', 'position': 0}",110,1
"pub_('4',)_priv_('8', 'K')_-5.5_Q_2",draw_deck_1,"{'type': 'draw_deck', 'position': 1, 'keep': True}",110,2
"pub_('4', '4')_priv_('8', 'K')_-5.0_K_3",take_discard_2,"{'type': 'take_discard', 'position': 2}",110,3
